"ts_code","trade_date","close","turnover_rate","turnover_rate_f","volume_ratio","pe","pe_ttm","pb","ps","ps_ttm","dv_ratio","dv_ttm","total_share","float_share","free_share","total_mv","circ_mv"
"601319.SH","20260309","8.44","0.1625","1.9323","0.72","8.7068","6.9949","1.2011","0.6001","0.5543","3.021","2.2747","4422399.0583","3549775.6583","298560.3196","37325048.0521","29960106.5561"
"600610.SH","20260309","10.82","5.5314","8.7363","0.85","","251.4132","102.1206","10.5406","11.0345","","","107127.4605","70872.6705","44872.6705","1159119.1226","766842.2948"
"002215.SZ","20260309","10.94","2.8022","3.3164","0.99","18.8007","16.3429","2.653","2.0783","2.0056","3.201","3.201","100463.381","80299.2667","67848.7314","1099069.3881","878473.9777"
"600694.SH","20260309","17.41","0.8215","1.3521","0.75","10.2273","11.9891","0.682","0.8627","0.9234","5.2734","5.2734","34435.7828","34435.7828","20922.4964","599526.9785","599526.9785"
"600121.SH","20260309","4.82","7.4706","15.5335","1.1","20.7765","","3.8314","1.3966","1.5965","","","121841.2038","121841.2038","58597.2758","587274.6023","587274.6023"
"920367.BJ","20260309","21.11","2.5853","5.2227","0.93","66.7477","102.5598","3.109","9.7285","10.6075","0.4737","0.4737","7086.125","4199.2578","2078.7373","149588.0988","88646.3322"
"000752.SZ","20260309","10.46","1.9488","2.4011","1.39","105.317","18.7539","4.4881","6.546","6.1702","","","26375.8491","26375.8491","21407.3042","275891.3816","275891.3816"
"301272.SZ","20260309","42.68","2.9766","3.9106","0.75","33.6664","63.1224","2.476","4.1842","4.3754","1.5842","1.5842","5850.23","3132.85","2384.61","249687.8164","133710.038"
"603014.SH","20260309","38.56","1.9803","1.9803","0.71","35.8472","33.9563","2.3291","4.4696","4.3592","0.4086","0.4086","41775.4066","3936.7332","3936.7332","1610859.6785","151800.4322"
"301606.SZ","20260309","80.88","6.3355","11.7288","3.33","72.5922","55.2543","10.6836","5.4392","4.0786","0.7418","0.7418","41490.9806","21901.6309","11830.5725","3355790.5109","1771403.9072"
"601162.SH","20260309","3.96","1.1369","1.5135","0.8","","60.4597","1.4678","14.7764","11.4932","","","1007398.5234","859797.0474","645886.2107","3989298.1527","3404796.3077"
"603216.SH","20260309","38.15","3.3275","12.3478","1.43","138.679","110.8428","4.7421","7.6068","7.7693","0.5242","0.5242","22269","22269","6001","849562.35","849562.35"
"920808.BJ","20260309","81.79","1.417","4.8898","1.11","266.3109","448.66","21.6453","32.312","18.5391","0.0758","0.0758","20000.0001","19457.2179","5638.3945","1635800.0082","1591405.852"
"601881.SH","20260309","14.02","0.3863","1.3436","0.66","15.2829","10.9223","1.3193","4.3218","4.9236","2.2896","2.2896","1093440.2256","724341.7623","208280.6759","15330031.9629","10155271.5074"
"002837.SZ","20260309","97","4.823","7.064","1.08","209.263","189.8398","28.5917","20.6428","16.4938","0.1573","0.1573","97655.5867","85019.497","58047.8989","9472591.9099","8246891.209"
"600503.SH","20260309","2.53","1.7615","1.8965","0.85","","","1.1405","11.4907","15.6314","","","160229","160229","148827","405379.37","405379.37"
"688008.SH","20260309","148.18","3.189","3.4377","1.04","128.2818","81.0109","9.4648","49.7692","33.1919","0.3944","0.3944","122220.0021","114642.6521","106350.801","18110559.9112","16987748.1882"
"603181.SH","20260309","17.11","1.5827","2.7693","0.91","25.3224","22.4034","3.0179","4.3175","4.1443","1.2001","1.2001","58870","58870","33646.65","1007265.7","1007265.7"
"688669.SH","20260309","28.79","2.3839","4.5813","0.83","","","2.9525","0.8561","0.8745","","","12133.3334","12133.3334","6313.4869","349318.6686","349318.6686"
"300242.SZ","20260309","5.3","3.8165","4.8501","0.67","","","12.7273","2.1395","1.5688","","","63455.5224","63455.4878","49932.8978","336314.2687","336314.0853"
"002366.SZ","20260309","8.36","8.1928","8.1928","1.45","","","3.8104","17.2831","16.7443","","","208093.764","185035.6825","185035.6825","1739663.867","1546898.3057"
"600031.SH","20260309","21.27","1.048","1.5423","1.37","32.7302","23.7263","2.3103","2.5147","2.2842","3.131","3.131","919500.4437","847439.0037","575846.1263","19557774.4375","18025027.6087"
"002124.SZ","20260309","2.53","3.516","3.6704","1.58","3.8542","14.9241","1.4285","0.5829","0.61","","","222193.3832","197235.4648","188937.5602","562149.2595","499005.7259"
"000582.SZ","20260309","11.05","2.9144","6.6279","0.86","22.8154","25.474","1.4094","3.9716","3.6422","1.0832","1.0832","251708.448","215684.8223","94839.5238","2781378.3504","2383317.2864"
"002422.SZ","20260309","31.9","1.1445","1.3781","1.04","17.3637","30.6058","2.1686","2.3371","2.7856","1.9628","1.9628","159805.3372","130588.4505","108454.0767","5097790.2567","4165771.571"
"300505.SZ","20260309","35.12","28.3383","30.9111","1.14","54.8311","26.0886","3.491","3.0096","2.531","0.8542","0.8542","27486.7523","21736.1222","19927.0097","965334.7408","763372.6117"
"002053.SZ","20260309","13.01","4.7372","17.8015","3.21","17.7452","35.9705","1.6173","3.469","4.2879","2.5365","2.5365","92072.9464","92072.2939","24501.7245","1197869.0327","1197860.5436"
"603237.SH","20260309","17.22","0.6638","1.5788","0.76","23.8748","31.8324","1.9232","1.5074","1.5506","2.8512","2.8512","19707.2537","19601.1726","8241.5242","339358.9087","337532.1922"
"688729.SH","20260309","23.63","3.8742","3.8742","0.99","129.1413","104.1175","7.8327","15.0745","13.758","","","295556","21500.0932","21500.0932","6983988.28","508047.2023"
"300440.SZ","20260309","16.49","2.6498","4.0473","0.83","148.4953","146.8992","4.5233","7.3584","7.2153","0.3468","0.3468","43951.66","43782.1565","28664.4131","724762.8734","721967.7607"
"301199.SZ","20260309","23.8","2.6668","3.1605","0.77","51.5817","37.7983","2.3226","4.0723","4.2394","0.5942","0.5942","18667.6","7170.1","6050.1","444288.88","170648.38"
"000632.SZ","20260309","5.08","3.8124","4.855","0.86","","","2.6858","0.2256","0.418","","","46551.957","46548.1606","36552.1005","236483.9416","236464.6558"
"001386.SZ","20260309","22.54","4.3532","4.3532","0.85","20.298","21.5099","2.259","3.6773","3.9821","1.331","1.331","119492","9786.1204","9786.1204","2693349.68","220579.1538"
"000504.SZ","20260309","9.49","1.82","3.0659","2.4","","","12.9243","23.2947","24.9617","","","33002.3098","32912.2398","19537.1546","313191.92","312337.1557"
"002001.SZ","20260309","36.2","2.5501","5.1836","0.91","18.9583","15.453","3.5218","5.1485","4.9514","2.483","1.9305","307342.168","303686.1928","149398.0515","11125786.4816","10993440.1794"
"688131.SH","20260309","61.22","1.3998","2.0615","0.67","64.4128","52.4077","4.2554","5.7198","4.527","0.3743","0.3743","21210.3653","21210.3653","14402.0768","1298498.5637","1298498.5637"
"300905.SZ","20260309","33.88","2.2697","3.6609","0.79","53.1247","43.4877","3.1928","4.4442","4.2986","1.4714","1.4714","17879.3696","13904.6606","8620.5384","605753.042","471089.9011"
"605366.SH","20260309","10.05","8.2442","15.6435","0.96","","","2.9989","4.9288","4.9847","","","72459.7585","72459.7585","38186.8908","728220.5729","728220.5729"
"688558.SH","20260309","30.98","0.9757","3.0111","0.91","31.9533","26.045","2.3839","3.9419","3.222","1.9221","1.9221","13200","13200","4277.1968","408936","408936"
"603007.SH","20260309","6.57","3.4526","3.4526","0.84","","","18.7519","14.1689","14.1689","","","88464.6101","69508.9029","69508.9029","581212.4884","456673.4921"
"300189.SZ","20260309","8.37","32.0941","33.8477","0.86","","","11.7415","54.7618","44.5166","","","102400","88624.0074","84032.3549","857088","741782.9419"
"002266.SZ","20260309","5.02","2.5602","4.8759","0.92","26.9698","28.0345","2.2316","1.2529","1.2014","0.9856","0.9856","521927.1402","489680.1048","257114.3208","2620074.2438","2458194.1261"
"300623.SZ","20260309","30.61","2.6713","4.2841","0.84","53.8434","52.2642","4.3167","8.9535","7.6252","0.49","0.49","83207.9919","76740.3209","47849.9629","2546996.6321","2349021.2227"
"603062.SH","20260309","48.88","2.0959","2.4013","0.93","25.0358","22.3461","2.5857","2.4675","2.5213","3.5311","3.5311","10800","3707.31","3235.75","527904","181213.3128"
"300585.SZ","20260309","15.84","2.7511","4.6112","0.88","","","3.8044","6.1578","6.1097","","","17111.1111","17111.1111","10208.89","271039.9998","271039.9998"
"601717.SH","20260309","22.45","1.6027","2.5611","0.85","10.1891","8.8675","1.7308","1.0826","1.0038","4.9889","4.9889","178539.993","154216.573","96507.8473","4008222.8429","3462162.0639"
"603030.SH","20260309","2.67","1.5542","2.0471","0.77","","","3.9702","4.4969","4.0773","","","131693.352","131693.352","99985.4659","351621.2498","351621.2498"
"300735.SZ","20260309","23.4","1.6891","3.3252","0.95","65.1448","55.1125","3.6356","2.6097","2.2564","1.0684","1.0684","76746.0689","75741.7281","38474.9442","1795858.0123","1772356.4375"
"603202.SH","20260309","90.12","2.0874","2.0874","0.92","12.6875","13.5484","2.2294","3.2296","3.4141","3.8726","3.8726","16000","3326.2038","3326.2038","1441920","299757.4865"
"600699.SH","20260309","25.9","2.1081","3.4024","1.07","41.818","35.2568","2.3233","0.719","0.6631","0.996","0.996","155077.0563","135505.3644","83956.4503","4016495.7582","3509588.938"
"600538.SH","20260309","6.3","2.328","2.5844","0.87","","","4.2803","9.6997","10.4488","","","52419.8348","52419.8348","47218.0463","330244.9592","330244.9592"
"301318.SZ","20260309","28.79","0.9287","1.9406","0.57","31.3359","31.9099","2.0743","5.8065","5.27","1.2984","1.2984","13529.8885","8878.3248","4248.6043","389525.4899","255606.971"
"300474.SZ","20260309","66.01","2.3841","2.9242","0.71","","","4.9478","73.9759","66.3547","0.0909","0.0909","52261.9223","40647.4134","33139.0683","3449809.491","2683135.7585"
"301501.SZ","20260309","40.36","2.5403","2.5403","1.06","27.1466","24.5879","2.8917","3.7445","3.2801","0.8544","0.8544","14790","3697.5","3697.5","596924.4","149231.1"
"300473.SZ","20260309","34.44","3.8263","4.942","0.95","183.3779","67.9504","2.9006","1.3175","1.2459","","","17266.2383","15004.9988","11617.4746","594649.2471","516772.1587"
"600727.SH","20260309","8.09","7.0895","10.7804","0.75","16.3855","63.5978","1.3347","0.7442","0.7764","1.2361","0.618","52858.3135","52858.3135","34761.3948","427623.7562","427623.7562"
"300005.SZ","20260309","14.92","4.268","5.7463","1.41","123.6583","347.7568","6.2887","8.2841","9.1768","0.0769","0.0769","88370.2186","88331.4286","65607.4168","1318483.6615","1317904.9147"
"002938.SZ","20260309","50.37","1.2693","4.6384","1.04","32.2511","28.8037","3.5744","3.3227","3.032","1.9853","1.9853","231805.1016","230938.4165","63194.2175","11676022.9676","11632368.0391"
"002659.SZ","20260309","5.77","2.4866","3.5523","0.72","","","1.5947","10.7983","10.0328","","","59828.0384","59827.7572","41879.3478","345207.7816","345206.159"
"002883.SZ","20260309","10.2","2.4312","3.8116","0.77","156.6971","","2.4566","2.6231","5.3179","0.1961","0.1961","15615.7166","15332.5049","9779.7443","159280.3093","156391.55"
"300713.SZ","20260309","19.45","12.633","17.6545","0.93","","","6.0495","12.1685","8.0003","","","15872.081","8910.8778","6376.3403","308711.9755","173316.5732"
"603610.SH","20260309","18.7","1.8824","4.3387","1.2","42.3028","43.4551","2.0921","2.2315","2.2301","0.5348","0.5348","35299.1621","35299.1621","15314.9225","660094.3313","660094.3313"
"301512.SZ","20260309","49.58","4.4885","6.3923","1.16","58.1102","71.1648","2.6219","4.5884","4.4821","0.7564","0.7564","5333.34","2481.34","1742.34","264426.9972","123024.8372"
"920748.BJ","20260309","40.65","2.5848","6.6679","0.42","838.2286","","14.1193","14.5302","30.4284","0.246","0.246","7674","3566.6034","1382.6034","311948.1","144982.4282"
"688139.SH","20260309","31.49","0.6113","1.1524","0.81","27.1835","39.7493","2.3528","4.3639","4.2798","1.4781","1.4781","31649.2922","31649.2922","16789.9891","996636.2114","996636.2114"
"002521.SZ","20260309","8.07","0.9996","1.1716","0.73","40.2388","41.7498","1.1605","1.3339","1.3423","4.9566","4.9566","56006.105","41840.7835","35695.4352","451969.2674","337655.1228"
"603358.SH","20260309","49.45","2.165","5.7008","2","103.2566","55.5526","6.1741","4.5492","4.4827","0.9913","1.0111","46974.3076","44924.6185","17061.1453","2322879.5108","2221522.3848"
"300731.SZ","20260309","70.08","9.705","12.1496","0.71","512.7665","263.3884","14.3118","9.2476","7.3595","0.1142","0.1142","12643.1804","12017.9189","9599.7784","886034.0824","842215.7565"
"000910.SZ","20260309","7.45","0.7302","1.3638","0.82","29.335","52.1955","0.6071","0.7623","0.8186","2.5503","2.5503","54739.75","54718.45","29298.37","407811.1375","407652.4525"
"002933.SZ","20260309","34.46","3.3728","5.4901","0.76","213.9772","130.149","2.6427","8.761","10.0081","0.058","0.058","11735","11408.9047","7009.0362","404388.1","393150.856"
"600867.SH","20260309","8.93","1.5353","2.6269","0.78","","14.2671","2.4535","8.7035","6.3799","2.778","2.778","195854.2829","195854.2829","114465.4487","1748978.7463","1748978.7463"
"600389.SH","20260309","29.37","3.9613","5.5763","1.04","56.3647","26.456","3.2416","2.3286","2.2367","1.8727","1.8727","43065","43065","30592.1859","1264819.05","1264819.05"
"002172.SZ","20260309","4.37","3.6812","5.3161","0.99","82.4973","79.6773","19.1613","1.665","1.7906","","","76573.236","76527.198","52992.2381","334625.0413","334423.8553"
"300985.SZ","20260309","25.3","3.9142","14.1516","0.73","","","4.6759","4.0975","3.398","","","18651.248","18551.0914","5131.0914","471876.5744","469342.6124"
"600495.SH","20260309","4.78","0.866","1.2627","0.54","250.2686","147.3955","1.7671","4.3965","4.3997","0.2929","0.2929","120819.0886","120819.0886","82859.9878","577515.2435","577515.2435"
"301263.SZ","20260309","29.43","0.9795","1.2213","0.79","115.7123","537.6791","7.2209","17.3673","18.5658","0.6764","0.6764","42549.75","30358.6055","24350.0832","1252239.1425","893453.7599"
"301103.SZ","20260309","20.96","1.5485","2.173","1.33","","311.8374","1.7345","3.0231","3.0499","0.7033","0.7033","15802.6471","15802.6471","11261.157","331223.4832","331223.4832"
"300201.SZ","20260309","9.95","4.4372","5.8014","0.78","44.8934","37.606","5.9481","6.3087","5.3417","0.2973","0.2973","100904.3607","100372.1115","76768.6807","1003998.389","998702.5094"
"605218.SH","20260309","18.09","1.193","3.6448","0.75","78.4601","89.832","2.4488","2.1666","1.9991","0.2665","0.2665","24281.4721","21283.346","6966.0466","439251.8303","385015.7291"
"002245.SZ","20260309","17.37","4.7422","5.4895","0.83","41.0825","27.87","2.7067","2.9664","2.592","0.3736","0.3736","115381.0537","108516.4357","93743.8429","2004168.9028","1884930.4881"
"000703.SZ","20260309","12.57","3.0499","9.1782","1.49","193.5756","193.4275","1.9436","0.3609","0.3954","0.3644","0.3644","360262.1721","358336.7571","119076.8053","4528495.5033","4504293.0367"
"688005.SH","20260309","29.93","2.8498","3.8984","1.09","72.2912","","2.6741","1.4178","1.7432","1.2188","1.2188","71472.547","71461.8752","52240.8752","2139173.3317","2138853.9247"
"920039.BJ","20260309","11.02","0.7832","2.3903","0.76","30.4664","51.6574","3.1568","5.1909","5.8604","1.8149","1.8149","15382","15381.99","5040.19","169509.64","169509.5298"
"601398.SH","20260309","7.1","0.1239","1.0709","0.93","6.9165","6.8998","0.6706","3.0792","3.029","6.3295","4.3098","35640625.7089","26961221.2539","3119269.1681","253048442.5332","191424670.9027"
"002031.SZ","20260309","7.2","2.0454","2.215","0.72","","","7.4518","16.1183","22.9294","","","219939.567","193875.3591","179031.6991","1583564.8824","1395902.5855"
"920261.BJ","20260309","16.04","1.982","2.9653","1.21","26.449","24.5456","2.8325","0.681","0.6226","1.8161","1.8161","29113.2748","17015.7016","11373.4207","466976.9278","272931.8537"
"300341.SZ","20260309","16.39","1.4676","3.868","0.9","52.5223","46.265","4.4067","6.2648","5.8213","0.4271","0.4271","51741.0336","51536.8536","19554.0647","848035.5407","844689.0305"
"605123.SH","20260309","109.15","2.3382","5.3739","0.61","50.1145","51.9828","2.9009","4.1167","3.876","0.6945","0.6945","12117.0892","12117.0892","5272.0892","1322580.2862","1322580.2862"
"600717.SH","20260309","4.69","0.817","1.9097","0.53","13.6599","15.4118","0.6808","1.1245","1.0893","2.2175","2.2175","289400.1038","289400.1038","123802.7519","1357286.4868","1357286.4868"
"301262.SZ","20260309","25.6","4.9247","6.8529","0.78","26.6704","27.3568","2.9455","10.9081","11.4229","1.7578","2.4219","41700","12207.5392","8772.7946","1067520","312513.0035"
"605068.SH","20260309","26.56","1.2167","3.6037","1.04","","","2.8644","3.6527","2.9802","","","16219.8495","16219.8495","5476.3371","430799.2027","430799.2027"
"002262.SZ","20260309","22.68","0.8622","1.4598","1.19","20.1458","18.7377","2.8428","4.0434","3.8249","1.5879","1.5879","101578.6583","88390.8476","52203.0116","2303803.9702","2004704.4236"
"600138.SH","20260309","9.47","1.5297","1.9915","0.71","42.7222","81.7141","1.0816","0.6884","0.6045","0.7392","0.7392","72384","72384","55598.0408","685476.48","685476.48"
"300324.SZ","20260309","5.32","2.9667","3.2504","0.92","","","3.3325","3.3747","3.2611","","","172759.0595","170999.0848","156072.9684","919078.1965","909715.1311"
"920592.BJ","20260309","35.12","3.0991","4.8864","1.15","236.0913","","8.2947","13.5087","15.2406","0.4381","0.4381","8079.5","5028.5711","3189.2488","283752.04","176603.417"
"603843.SH","20260309","5.89","2.3873","3.3527","0.69","","","14.7283","3.0257","3.4641","","","69962.3237","69962.3237","49817.1582","412078.0866","412078.0866"
"300850.SZ","20260309","47.24","7.3736","7.9311","1.02","299.2064","25.5602","2.8513","6.6409","4.254","0.1791","0.1791","41408.5835","30078.6694","27964.3231","1956141.4845","1420916.3425"
